ISIN,RANK,POWERRATING
INF205K01LC8,9,ON_TRACK
INF109KC19T7,,ON_TRACK
INF192K01HR4,12,ON_TRACK
INF090I01IP6,20,OFF_TRACK
INF044D01CA9,27,OUT_OF_FORM
INF740KA1MH7,3,IN_FORM
INF204KC1139,26,OFF_TRACK
INF109K1A260,,IN_FORM
INF740KA1LD8,6,ON_TRACK
INF769K01GP5,6,OFF_TRACK
INF200KA14P7,8,ON_TRACK
INF192K01MX2,21,OFF_TRACK
INF200KA14W3,8,OFF_TRACK
INF00XX01BM3,10,OFF_TRACK
INF966L01AD4,1,IN_FORM
INF204K01IL8,4,IN_FORM
INF174KA1FI4,4,ON_TRACK
INF754K01HX9,4,IN_FORM
INF754K01HU5,4,IN_FORM
INF200K01123,11,ON_TRACK
INF277K01QH5,15,OFF_TRACK
INF194K01BY9,15,OFF_TRACK
INF174V01325,3,IN_FORM
INF204KA1W36,16,OFF_TRACK
INF966L01AY0,23,OFF_TRACK
INF579M01886,8,ON_TRACK
INF769K01ME7,6,IN_FORM
INF959L01CY1,23,OFF_TRACK
INF200KA1DJ5,12,ON_TRACK
INF336L01DF9,22,ON_TRACK
INF740KA1VB1,8,IN_FORM
INF666M01KV9,35,ON_TRACK
INF917K01IM3,28,OUT_OF_FORM
INF205K01312,8,ON_TRACK
INF955L01AF2,19,OFF_TRACK
INF109KC1V18,7,ON_TRACK
INF109KA1UA0,1,IN_FORM
INF761K01FL3,16,ON_TRACK
INF966L01655,23,OUT_OF_FORM
INF174V01317,3,IN_FORM
INF00XX01762,4,IN_FORM
INF174KA1HS9,1,IN_FORM
INF109KC10D0,5,ON_TRACK
INF251K01OP8,11,IN_FORM
INF109K01AV5,3,IN_FORM
INF200K01TQ2,3,IN_FORM
INF846K01E33,28,OUT_OF_FORM
INF789F1AB06,,ON_TRACK
INF247L01AY5,,ON_TRACK
INF336L01NW3,12,ON_TRACK
INF204K01YA8,10,IN_FORM
INF082J01382,7,OFF_TRACK
INF397L01JT9,22,OUT_OF_FORM
INF846K017R3,5,IN_FORM
INF277KA1CI7,,ON_TRACK
INF200KB1035,6,ON_TRACK
INF789F01JL6,7,IN_FORM
INF090I01GR6,6,IN_FORM
INF582M01EU3,18,ON_TRACK
INF204K01372,11,ON_TRACK
INF109K011O5,1,IN_FORM
INF200K01TT6,3,IN_FORM
INF789F01TF7,36,OUT_OF_FORM
INF846K01EU6,11,OFF_TRACK
INF205KA1312,9,OFF_TRACK
INF200K01RA0,3,IN_FORM
INF174KA1TP0,,ON_TRACK
INF903J01NF9,13,OFF_TRACK
INF740K01466,9,ON_TRACK
INF179KC1IO9,,IN_FORM
INF879O01167,1,IN_FORM
INF090I01270,7,ON_TRACK
INF0J8L01024,20,OFF_TRACK
INF397L01KE9,25,OUT_OF_FORM
INF740KA1WQ7,,ON_TRACK
INF959L01DF8,23,OFF_TRACK
INF044D01880,19,OUT_OF_FORM
INF204KC1ED0,2,IN_FORM
INF044D01BW5,36,OUT_OF_FORM
INF846K01859,18,OFF_TRACK
INF204K01J18,1,IN_FORM
INF277KA1703,17,OFF_TRACK
INF109KC16T3,,ON_TRACK
INF044D01CQ5,34,ON_TRACK
INF247L01924,3,IN_FORM
INF090I01IV4,5,IN_FORM
INF247L01445,17,OFF_TRACK
INF247L01205,23,OUT_OF_FORM
INF666M01188,21,OFF_TRACK
INF179K01400,11,ON_TRACK
INF00XX01713,4,IN_FORM
INF192K01HI3,12,ON_TRACK
INF277K017X9,18,OFF_TRACK
INF251K01PV3,8,ON_TRACK
INF084M01AC6,6,IN_FORM
INF174K01252,5,IN_FORM
INF179K01GE1,8,ON_TRACK
INF966L01CG3,9,OFF_TRACK
INF277K011L7,23,OFF_TRACK
INF03VN01647,4,IN_FORM
INF754K01NC1,17,IN_FORM
INF109KB11X8,26,ON_TRACK
INF903J01NN3,30,OFF_TRACK
INF200KB1654,,IN_FORM
INF903J01603,2,IN_FORM
INF109K01AD3,2,IN_FORM
INF174KA1VQ4,10,IN_FORM
INF767K01816,17,OFF_TRACK
INF00XX01176,16,OFF_TRACK
INF200K01SE0,3,ON_TRACK
INF754K01QM3,1,IN_FORM
INF903J01G00,11,OFF_TRACK
INF205K011T7,2,IN_FORM
INF204K01YB6,10,IN_FORM
INF179K01XF3,6,IN_FORM
INF0QA701BG6,17,ON_TRACK
INF204KC1BZ9,8,IN_FORM
INF754K01VD2,,ON_TRACK
INF740KA1DR5,16,ON_TRACK
INF179KC1IQ4,3,IN_FORM
INF174KA1HC3,21,IN_FORM
INF192K01585,18,ON_TRACK
INF917K01239,10,ON_TRACK
INF044D01BU9,36,OUT_OF_FORM
INF209K01VG0,21,OUT_OF_FORM
INF966L01AR4,14,ON_TRACK
INF109KC1GG4,1,IN_FORM
INF209K01CS5,16,OFF_TRACK
INF740KA1NQ6,6,OUT_OF_FORM
INF769K01JJ2,7,IN_FORM
INF205K01205,9,ON_TRACK
INF846K01ED2,15,OFF_TRACK
INF277KA1AW2,3,IN_FORM
INF966L01325,23,OUT_OF_FORM
INF179KC1AO6,4,ON_TRACK
INF204K01IB9,6,IN_FORM
INF277K01923,11,ON_TRACK
INF666M01DN1,35,OUT_OF_FORM
INF846K01A78,14,ON_TRACK
INF959L01CU9,24,OUT_OF_FORM
INF917K01D53,14,ON_TRACK
INF200K01T69,23,OUT_OF_FORM
INF174V01AE2,3,IN_FORM
INF754K01046,6,IN_FORM
INF194KA1UG3,21,OFF_TRACK
INF769K01EK1,2,IN_FORM
INF277K01626,20,OFF_TRACK
INF846K01F08,28,OUT_OF_FORM
INF174K01419,5,IN_FORM
INF761K01ED3,25,ON_TRACK
INF194KA1YA8,19,OUT_OF_FORM
INF209K01XX1,13,ON_TRACK
INF247L01163,23,OUT_OF_FORM
INF200K01867,3,IN_FORM
INF277K01428,22,OUT_OF_FORM
INF761K01207,4,IN_FORM
INF761K01BM0,18,OFF_TRACK
INF740K01OD6,13,ON_TRACK
INF179K01XS6,8,ON_TRACK
INF109K01S70,2,IN_FORM
INF754K01QJ9,1,IN_FORM
INF174K01LM5,7,IN_FORM
INF109K018N2,1,IN_FORM
INF03VN01597,3,IN_FORM
INF843K01KG9,4,IN_FORM
INF277KA1AO9,2,IN_FORM
INF247L01965,5,IN_FORM
INF769K01KM4,6,IN_FORM
INF767K01121,32,ON_TRACK
INF579M01AF8,2,IN_FORM
INF336L01RB8,5,IN_FORM
INF966L01CD0,9,OFF_TRACK
INF754K01CE0,3,IN_FORM
INF205K01KQ0,2,IN_FORM
INF204K01K80,29,ON_TRACK
INF846K019H0,2,IN_FORM
INF204KB10W1,1,IN_FORM
INF200K01T36,23,OUT_OF_FORM
INF769K01ET2,27,OUT_OF_FORM
INF903J01OU6,18,OFF_TRACK
INF277KA1BM1,,IN_FORM
INF740KA1WP9,,ON_TRACK
INF173K01EV3,9,OUT_OF_FORM
INF767K01FK2,32,ON_TRACK
INF179K01XU2,13,OUT_OF_FORM
INF582M01CA9,15,OFF_TRACK
INF740KA1553,10,ON_TRACK
INF204KC1BY2,8,IN_FORM
INF174KA1SA4,1,IN_FORM
INF846K01S52,27,ON_TRACK
INF251K01OY0,14,ON_TRACK
INF767K01PS4,19,ON_TRACK
INF204K01H10,4,IN_FORM
INF200K01396,11,ON_TRACK
INF044D01BK0,17,OUT_OF_FORM
INF200KA18P8,8,ON_TRACK
INF966L01AJ1,3,ON_TRACK
INF582M01DI0,24,OUT_OF_FORM
INF740KA1WH6,,IN_FORM
INF204K01398,11,ON_TRACK
INF955L01JS6,14,OFF_TRACK
INF204K01XI3,1,IN_FORM
INF174KA1NY5,1,IN_FORM
INF754K01CB6,3,IN_FORM
INF247L01999,5,IN_FORM
INF209KC1183,2,IN_FORM
INF204KC1592,4,IN_FORM
INF209KB1V83,,ON_TRACK
INF204K01J83,6,IN_FORM
INF090I01EE9,13,ON_TRACK
INF846K01F24,28,OUT_OF_FORM
INF579M01AP7,28,OFF_TRACK
INF666M01CQ6,21,OFF_TRACK
INF846K01PZ1,8,IN_FORM
INF194K01W88,25,OFF_TRACK
INF579M01AH4,2,IN_FORM
INF109KC13D4,5,ON_TRACK
INF959L01CJ2,24,OUT_OF_FORM
INF090I01205,26,OUT_OF_FORM
INF179KA1RV7,4,IN_FORM
INF109KA1UB8,1,IN_FORM
INF174KA1PE2,5,IN_FORM
INF247L01AF4,10,IN_FORM
INF174K01LE2,1,IN_FORM
INF247L01BI6,,IN_FORM
INF204K014R6,9,ON_TRACK
INF174KA1ME9,9,ON_TRACK
INF204K01B24,9,ON_TRACK
INF397L01281,17,OFF_TRACK
INF174KA1SB2,1,IN_FORM
INF397L01JH4,29,OUT_OF_FORM
INF082J01366,20,ON_TRACK
INF761K01FO7,16,ON_TRACK
INF666M01LJ2,35,ON_TRACK
INF205KA1049,18,OFF_TRACK
INF194KA1U64,8,ON_TRACK
INF767K01EK5,30,OUT_OF_FORM
INF903J01512,30,OFF_TRACK
INF174KA1VU6,10,IN_FORM
INF966L01CB4,4,IN_FORM
INF205K01KP2,2,IN_FORM
INF200K01818,7,ON_TRACK
INF200KB1043,6,ON_TRACK
INF761K01488,8,ON_TRACK
INF03VN01803,8,IN_FORM
INF204KC1BV8,8,IN_FORM
INF200KA1DE6,12,ON_TRACK
INF209KB1Y49,21,OUT_OF_FORM
INF204K01GM0,14,ON_TRACK
INF200KA1DD8,12,ON_TRACK
INF204KB17W6,10,ON_TRACK
INF200KB1530,6,IN_FORM
INF740K01011,21,ON_TRACK
INF677K01064,24,ON_TRACK
INF194KB1AM2,1,IN_FORM
INF179K01YV8,7,IN_FORM
INF251K01852,11,ON_TRACK
INF200K01RW4,11,ON_TRACK
INF204KC1DF7,,IN_FORM
INF846K016W5,5,IN_FORM
INF109K01CA5,1,IN_FORM
INF740KA1TG4,4,IN_FORM
INF204K01L14,29,ON_TRACK
INF173K01FD8,20,OFF_TRACK
INF192K01528,12,ON_TRACK
INF209K01EE1,22,OFF_TRACK
INF754K01ND9,17,IN_FORM
INF204K01IR5,29,ON_TRACK
INF174KA1FJ2,4,ON_TRACK
INF767K01RL5,5,IN_FORM
INF174V01630,9,ON_TRACK
INF174KA1MB5,9,ON_TRACK
INF204KC1EC2,2,IN_FORM
INF178L01095,9,ON_TRACK
INF209K013W3,12,OFF_TRACK
INF0QA701BE1,17,ON_TRACK
INF192K01HK9,12,ON_TRACK
INF740KA1MJ3,2,IN_FORM
INF174K01D02,1,IN_FORM
INF754K01160,3,IN_FORM
INF666M01LU9,16,ON_TRACK
INF194KB1JK7,11,IN_FORM
INF200K01UN7,2,IN_FORM
INF090I01GG9,13,ON_TRACK
INF582M01EM0,8,ON_TRACK
INF769K01GN0,6,OFF_TRACK
INF204K01604,11,ON_TRACK
INF174KA1UG7,7,ON_TRACK
INF200K01UP2,2,IN_FORM
INF194K01X61,15,OFF_TRACK
INF769K01DF3,10,ON_TRACK
INF663L01W30,19,OFF_TRACK
INF767K01RJ9,5,IN_FORM
INF769K01AX2,17,ON_TRACK
INF740K01L07,17,OFF_TRACK
INF174K01C86,1,IN_FORM
INF754K01JP1,3,IN_FORM
INF174KA1WH1,,IN_FORM
INF277K01Z85,4,ON_TRACK
INF174KA1OZ0,1,ON_TRACK
INF174KA1PF9,5,IN_FORM
INF109K1A229,,IN_FORM
INF192K01GV8,23,ON_TRACK
INF754K01QE0,,ON_TRACK
INF204KA1MW5,10,IN_FORM
INF740KA1DI4,16,ON_TRACK
INF740K01094,9,ON_TRACK
INF277KA1729,17,OFF_TRACK
INF174V01986,24,ON_TRACK
INF761K01EP7,11,ON_TRACK
INF247L01569,9,IN_FORM
INF109K012J3,16,OUT_OF_FORM
INF200K01UL1,2,IN_FORM
INF109KC1GJ8,1,IN_FORM
INF663L01EA5,24,OFF_TRACK
INF277KA1AT8,3,IN_FORM
INF205K010T9,2,IN_FORM
INF109KC12U0,4,IN_FORM
INF174K01F34,1,IN_FORM
INF582M01BV7,15,OFF_TRACK
INF174K01161,4,IN_FORM
INF109KB1NN7,13,IN_FORM
INF740KA1WJ2,1,IN_FORM
INF174V01697,13,ON_TRACK
INF109KC1O41,4,OFF_TRACK
INF277K01PJ3,3,IN_FORM
INF174V01762,2,IN_FORM
INF209K01363,26,OUT_OF_FORM
INF582M01IP4,14,ON_TRACK
INF179K01WQ2,8,ON_TRACK
INF204K012R0,9,ON_TRACK
INF277KA1CN7,,IN_FORM
INF174V01192,6,IN_FORM
INF192K01MV6,21,OFF_TRACK
INF277KA1CH9,,ON_TRACK
INF903J01NH5,13,OFF_TRACK
INF247L01593,29,OUT_OF_FORM
INF174KA1VE0,,IN_FORM
INF204K01G94,11,ON_TRACK
INF397L01KO8,20,OUT_OF_FORM
INF917K01QO2,17,ON_TRACK
INF767K01EC2,26,OUT_OF_FORM
INF903J01HG9,18,OFF_TRACK
INF740K01K65,17,OFF_TRACK
INF205K01BE5,2,IN_FORM
INF082J01077,20,ON_TRACK
INF247L01171,23,OUT_OF_FORM
INF903J01MI5,9,ON_TRACK
INF277K015Q7,3,IN_FORM
INF204KA1X19,16,OFF_TRACK
INF846K01VM7,11,ON_TRACK
INF192K01HQ6,12,ON_TRACK
INF959L01CL8,24,OUT_OF_FORM
INF740KA1LE6,6,ON_TRACK
INF174KA1UC6,,IN_FORM
INF846K01750,15,OFF_TRACK
INF582M01765,27,OFF_TRACK
INF754K01IJ6,7,IN_FORM
INF754K01OP1,10,ON_TRACK
INF179KC1BQ9,13,ON_TRACK
INF247L01CV7,1,IN_FORM
INF966L01CI9,9,OFF_TRACK
INF966L01BP6,16,ON_TRACK
INF194KA1UJ7,21,OFF_TRACK
INF846K01VN5,11,ON_TRACK
INF109KC16Y3,4,IN_FORM
INF174V01AH5,3,IN_FORM
INF109KC11M9,,ON_TRACK
INF769K01MA5,6,IN_FORM
INF204KC1014,8,IN_FORM
INF846K01J61,15,OFF_TRACK
INF277KA1711,17,OFF_TRACK
INF109KC1R22,3,IN_FORM
INF955L01HC4,3,IN_FORM
INF044D01955,36,OUT_OF_FORM
INF174V01085,5,IN_FORM
INF179KC1BJ4,8,ON_TRACK
INF200KA13P9,8,ON_TRACK
INF200K01248,29,OFF_TRACK
INF582M01310,27,OFF_TRACK
INF789F1AZJ5,11,ON_TRACK
INF903J01NJ1,12,OFF_TRACK
INF090I01PI6,15,OFF_TRACK
INF174K01153,4,IN_FORM
INF044D01872,19,OUT_OF_FORM
INF200KA11P3,3,IN_FORM
INF767K01493,7,IN_FORM
INF00XX01BV4,10,OFF_TRACK
INF663L01V56,25,OUT_OF_FORM
INF109KC17I4,2,IN_FORM
INF277K01Y86,3,IN_FORM
INF917K01D04,16,IN_FORM
INF194K017B5,16,OFF_TRACK
INF174K01D36,1,IN_FORM
INF179K01582,1,IN_FORM
INF174V01481,6,IN_FORM
INF209KC1340,,OFF_TRACK
INF789F1AUO6,21,OFF_TRACK
INF205K01NT8,31,OFF_TRACK
INF789FB1RF8,13,IN_FORM
INF204K01FG4,7,ON_TRACK
INF192K01593,18,ON_TRACK
INF194KB1GX6,,ON_TRACK
INF209K01DT1,13,ON_TRACK
INF767K01PN5,19,ON_TRACK
INF740KA1DQ7,16,ON_TRACK
INF247L01627,29,OUT_OF_FORM
INF277K01Z10,3,IN_FORM
INF174KA1SP2,4,IN_FORM
INF761K01108,18,OFF_TRACK
INF174KA1OL0,5,OFF_TRACK
INF204K01893,7,ON_TRACK
INF917K01D12,16,IN_FORM
INF194KB1DM6,13,ON_TRACK
INF0J8L01057,14,ON_TRACK
INF789F01TB6,37,OUT_OF_FORM
INF769K01OE3,,IN_FORM
INF955L01666,19,OFF_TRACK
INF767K01097,30,OUT_OF_FORM
INF109K1A351,9,ON_TRACK
INF917K01E37,7,IN_FORM
INF090I01PG0,15,OFF_TRACK
INF666M01ID1,,IN_FORM
INF173K01AL2,24,OUT_OF_FORM
INF754K01JN6,3,IN_FORM
INF917K01247,10,ON_TRACK
INF769K01GU5,6,IN_FORM
INF247L01CW5,1,IN_FORM
INF846K01DO1,29,OUT_OF_FORM
INF109K015K4,6,ON_TRACK
INF109KC1W41,5,IN_FORM
INF174K01344,20,ON_TRACK
INF740KA1538,10,ON_TRACK
INF754K01QV4,1,IN_FORM
INF109K017M6,3,IN_FORM
INF789F1AYP5,5,ON_TRACK
INF209K01ZB2,22,OFF_TRACK
INF179KA1SA9,5,IN_FORM
INF955L01JV0,14,OFF_TRACK
INF174V01BL5,7,ON_TRACK
INF00XX01804,22,OFF_TRACK
INF677K01023,1,IN_FORM
INF200KB1852,7,ON_TRACK
INF200KA1507,1,IN_FORM
INF966L01721,12,OFF_TRACK
INF174KA1GB7,2,IN_FORM
INF205K01320,8,ON_TRACK
INF397L01JO0,29,OUT_OF_FORM
INF761K01033,18,OFF_TRACK
INF917K01999,7,IN_FORM
INF179K01XX6,19,OFF_TRACK
INF044D01AC9,29,OFF_TRACK
INF966L01366,21,OFF_TRACK
INF397L01BA6,17,OFF_TRACK
INF767K01NC3,25,OUT_OF_FORM
INF247L01DL6,,IN_FORM
INF200K01461,2,IN_FORM
INF846K01A45,14,ON_TRACK
INF966L01564,2,IN_FORM
INF846K015H8,,ON_TRACK
INF109KC1V26,7,ON_TRACK
INF767K01NI0,15,OUT_OF_FORM
INF277K01Z02,3,IN_FORM
INF251K01845,11,ON_TRACK
INF966L01150,23,OFF_TRACK
INF204K01H51,4,IN_FORM
INF769K01028,17,ON_TRACK
INF03VN01670,2,IN_FORM
INF00XX01BQ4,10,OFF_TRACK
INF761K01439,8,ON_TRACK
INF582M01ED9,21,OUT_OF_FORM
INF740K01235,14,ON_TRACK
INF174KA1GY9,21,IN_FORM
INF761K01694,4,IN_FORM
INF204KB16Z1,8,IN_FORM
INF761K01116,18,OFF_TRACK
INF846K015D7,5,IN_FORM
INF740KA1470,10,ON_TRACK
INF090I01GH7,13,ON_TRACK
INF200K01354,3,IN_FORM
INF846K01K27,9,ON_TRACK
INF663L01V98,25,OUT_OF_FORM
INF179K01WM1,9,IN_FORM
INF663L01FK1,27,OFF_TRACK
INF00XX01739,4,IN_FORM
INF336L01PC0,12,ON_TRACK
INF397L01JQ5,22,OUT_OF_FORM
INF209K01405,2,IN_FORM
INF247L01DM4,,IN_FORM
INF761K01405,8,ON_TRACK
INF174KA1UV6,,ON_TRACK
INF955L01IM1,9,ON_TRACK
INF179KC1HG7,6,OFF_TRACK
INF846K014E8,7,IN_FORM
INF109KC1N75,2,IN_FORM
INF754K01RU4,14,OUT_OF_FORM
INF209K01165,21,OUT_OF_FORM
INF760K01JT0,6,IN_FORM
INF966L01176,23,OFF_TRACK
INF846K01VO3,11,ON_TRACK
INF846K01XS0,11,ON_TRACK
INF846K01701,15,OFF_TRACK
INF680P01216,26,OUT_OF_FORM
INF959L01HO1,,IN_FORM
INF740KA1NP8,6,OUT_OF_FORM
INF336L01EE0,17,ON_TRACK
INF090I01IL5,26,OUT_OF_FORM
INF109K010K5,2,IN_FORM
INF740K01540,13,ON_TRACK
INF174KA1MF6,9,ON_TRACK
INF044D01CG6,29,OFF_TRACK
INF200K01834,7,ON_TRACK
INF00XX01929,14,ON_TRACK
INF209K01R47,4,IN_FORM
INF966L01184,2,IN_FORM
INF582M01EE7,21,OUT_OF_FORM
INF666M01FN6,27,OUT_OF_FORM
INF205KA1205,14,ON_TRACK
INF200K01TX8,7,ON_TRACK
INF174KA1WI9,,IN_FORM
INF194K010C8,16,OFF_TRACK
INF959L01DL6,23,OFF_TRACK
INF205K01213,19,OFF_TRACK
INF194KB1CS5,15,IN_FORM
INF03VN01571,3,IN_FORM
INF204K01IS3,29,ON_TRACK
INF789F01356,14,OUT_OF_FORM
INF192K01BT3,16,ON_TRACK
INF582M01GF9,20,OUT_OF_FORM
INF397L01LC1,3,ON_TRACK
INF846K015E5,7,IN_FORM
INF754K01UZ7,,ON_TRACK
INF174KA1ON6,5,OFF_TRACK
INF179KC1BM8,3,IN_FORM
INF109KC1Q80,3,IN_FORM
INF204K01760,1,IN_FORM
INF760K01JF9,14,OFF_TRACK
INF137A01037,16,ON_TRACK
INF846K01784,11,OFF_TRACK
INF179K01VL5,1,IN_FORM
INF754K01RT6,14,OUT_OF_FORM
INF194K01V89,2,IN_FORM
INF789F1A777,3,IN_FORM
INF173K01AG2,,IN_FORM
INF194K01649,9,IN_FORM
INF200K01UD8,7,ON_TRACK
INF966L01895,14,ON_TRACK
INF109K010B4,4,IN_FORM
INF336L01ER2,17,ON_TRACK
INF789F01810,28,OUT_OF_FORM
INF00XX01663,27,OUT_OF_FORM
INF397L01LE7,11,OUT_OF_FORM
INF200K01362,3,IN_FORM
INF846K01B28,31,OUT_OF_FORM
INF959L01FX6,6,IN_FORM
INF174KA1OB1,1,IN_FORM
INF846K015V9,31,ON_TRACK
INF174KA1ST4,4,IN_FORM
INF789F1A736,3,IN_FORM
INF740KA1WD5,,IN_FORM
INF582M01DJ8,24,OUT_OF_FORM
INF903J01HB0,18,OFF_TRACK
INF200K01875,3,IN_FORM
INF761K01EC5,25,ON_TRACK
INF846K01776,11,OFF_TRACK
INF663L01GV6,25,OUT_OF_FORM
INF767K01NL4,15,OUT_OF_FORM
INF194KB1DL8,13,ON_TRACK
INF204KB13W5,10,ON_TRACK
INF200K01T44,23,OUT_OF_FORM
INF209K01Q63,6,ON_TRACK
INF200KB1670,,IN_FORM
INF174KA1RW0,1,IN_FORM
INF582M01658,16,ON_TRACK
INF966L01671,10,ON_TRACK
INF194KB1IU8,9,IN_FORM
INF959L01CX3,23,OFF_TRACK
INF00XX01416,21,ON_TRACK
INF740KA1TV3,,IN_FORM
INF174V01AT0,15,ON_TRACK
INF223J01QE8,20,OUT_OF_FORM
INF200KA17P0,8,ON_TRACK
INF761K01710,4,IN_FORM
INF740K01441,9,ON_TRACK
INF251K01RC9,9,ON_TRACK
INF200KA1473,1,IN_FORM
INF277K01741,3,IN_FORM
INF917K01FW8,17,OFF_TRACK
INF789F01UJ7,10,ON_TRACK
INF955L01971,11,OFF_TRACK
INF769K01EX4,11,ON_TRACK
INF109KB1NL1,13,IN_FORM
INF0QA701409,10,IN_FORM
INF754K01020,6,IN_FORM
INF846K01W64,8,OFF_TRACK
INF194K01474,15,ON_TRACK
INF194K01946,1,IN_FORM
INF740K01OC8,13,ON_TRACK
INF179KC1IL5,4,ON_TRACK
INF179KA1KT6,15,ON_TRACK
INF680P01158,38,OUT_OF_FORM
INF760K01035,18,ON_TRACK
INF789F01VF3,11,OFF_TRACK
INF966L01358,21,OFF_TRACK
INF666M01BH7,21,OUT_OF_FORM
INF917K01D20,16,IN_FORM
INF846K01693,15,OFF_TRACK
INF955L01831,11,OFF_TRACK
INF277K01I94,25,OFF_TRACK
INF846K01Z87,7,OUT_OF_FORM
INF903JA1JA4,24,OUT_OF_FORM
INF959L01CG8,37,OUT_OF_FORM
INF109K01BE9,12,IN_FORM
INF754K01178,3,IN_FORM
INF173K01361,28,OFF_TRACK
INF209K01DF0,4,IN_FORM
INF760K01JS2,6,IN_FORM
INF179K01AQ8,19,OFF_TRACK
INF754K01OM8,10,ON_TRACK
INF903JA1LF9,8,IN_FORM
INF761K01DM6,5,IN_FORM
INF740KA1TE9,4,IN_FORM
INF277K012Y8,18,OFF_TRACK
INF200KA1V92,6,IN_FORM
INF247L01AA5,5,IN_FORM
INF251K01SY1,11,IN_FORM
INF663L01DV3,24,OFF_TRACK
INF761K01DQ7,5,IN_FORM
INF789F1A744,3,IN_FORM
INF846K014C2,4,IN_FORM
INF277K01PP0,18,OUT_OF_FORM
INF192K01BS5,16,ON_TRACK
INF740KA1WE3,,IN_FORM
INF846K01EE0,15,OFF_TRACK
INF959L01CV7,24,OUT_OF_FORM
INF677K01213,1,IN_FORM
INF769K01DL1,13,ON_TRACK
INF209K01AQ3,13,ON_TRACK
INF174KA1SI7,,IN_FORM
INF761K01DO2,5,IN_FORM
INF200K01495,2,IN_FORM
INF194KB1CR7,15,IN_FORM
INF174KA1194,15,ON_TRACK
INF209KB1W66,12,ON_TRACK
INF174K01DU5,8,IN_FORM
INF336L01RC6,5,IN_FORM
INF251K01OU8,11,IN_FORM
INF769K01DK3,13,ON_TRACK
INF179KA1RR5,4,IN_FORM
INF397L01KB5,25,OUT_OF_FORM
INF955L01JT4,14,OFF_TRACK
INF846K01E17,28,OUT_OF_FORM
INF789F1AZN7,7,IN_FORM
INF579M01878,8,ON_TRACK
INF666M01IC3,,IN_FORM
INF200K01578,19,OFF_TRACK
INF966L01AV6,23,OFF_TRACK
INF194KA1U56,8,ON_TRACK
INF251K01PB5,14,ON_TRACK
INF247L01577,9,IN_FORM
INF846K010F3,5,IN_FORM
INF846K01K35,9,ON_TRACK
INF336L01QQ8,10,ON_TRACK
INF109KC1V34,7,ON_TRACK
INF209K01Q55,2,IN_FORM
INF966L01AI3,3,ON_TRACK
INF760K01183,19,OFF_TRACK
INF0QA701BJ0,38,ON_TRACK
INF209K01EN2,16,OFF_TRACK
INF769K01EJ3,2,IN_FORM
INF204KC1FA3,18,IN_FORM
INF200KA1Y81,2,IN_FORM
INF192K01BO4,12,ON_TRACK
INF959L01DU7,30,OUT_OF_FORM
INF917K01965,7,IN_FORM
INF00XX01903,14,ON_TRACK
INF174K01245,5,IN_FORM
INF582M01BY1,15,OFF_TRACK
INF044D01989,36,OUT_OF_FORM
INF754K01LR3,,IN_FORM
INF251K01HQ0,15,ON_TRACK
INF204KC1EY6,,ON_TRACK
INF194K012A8,1,IN_FORM
INF174K01LL7,7,IN_FORM
INF677K01072,24,ON_TRACK
INF769K01MH0,5,ON_TRACK
INF903JA1JE6,24,OUT_OF_FORM
INF00XX01BL5,10,OFF_TRACK
INF740KA1WG8,,IN_FORM
INF903J01DT1,17,OFF_TRACK
INF173K01189,24,OUT_OF_FORM
INF179KC1JF5,,IN_FORM
INF917K01XP5,13,OFF_TRACK
INF336L01NZ6,12,ON_TRACK
INF205KA1221,14,ON_TRACK
INF903JA1LT0,,ON_TRACK
INF760K01JD4,14,OFF_TRACK
INF00XX01BP6,10,OFF_TRACK
INF204KC1DX0,3,IN_FORM
INF205K01122,2,IN_FORM
INF109KC13E2,6,IN_FORM
INF205KA1031,18,OFF_TRACK
INF247L01BQ9,,OFF_TRACK
INF247L01668,29,OUT_OF_FORM
INF205K010Q5,18,OFF_TRACK
INF194KB1CJ4,13,ON_TRACK
INF205K013Q9,18,OFF_TRACK
INF204K01GD9,6,IN_FORM
INF789F01UZ3,18,OFF_TRACK
INF966L01242,4,IN_FORM
INF200KA15P4,8,ON_TRACK
INF044D01914,34,ON_TRACK
INF903J01NM5,30,OFF_TRACK
INF090I01FH9,22,OFF_TRACK
INF204K01FW1,9,ON_TRACK
INF966L01226,20,OFF_TRACK
INF846K01CP0,26,OUT_OF_FORM
INF173K01FO5,18,OFF_TRACK
INF204KC1DZ5,3,IN_FORM
INF179KC1IM3,4,ON_TRACK
INF194KA1UF5,21,OFF_TRACK
INF00XX01424,21,ON_TRACK
INF179KC1CA1,,ON_TRACK
INF277KA1BC2,,ON_TRACK
INF903J01611,2,IN_FORM
INF209K01WG8,13,OFF_TRACK
INF179KA1RU9,4,IN_FORM
INF173K01FE6,20,OFF_TRACK
INF174KA1210,15,ON_TRACK
INF174K01369,10,ON_TRACK
INF277KA1CJ5,,ON_TRACK
INF174V01796,2,IN_FORM
INF959L01FY4,6,IN_FORM
INF579M01902,8,ON_TRACK
INF209K01XJ0,4,IN_FORM
INF174KA1SJ5,,IN_FORM
INF109KB1QJ8,1,IN_FORM
INF179KC1IB6,3,IN_FORM
INF204K01H69,4,IN_FORM
INF204K01919,7,ON_TRACK
INF903JA1JC0,24,OUT_OF_FORM
INF109K01Y31,17,ON_TRACK
INF917K01TV1,16,OFF_TRACK
INF204K01F20,11,ON_TRACK
